Company,Company Score,Job Title,Location,Date,Salary,job family,seniority,specialization,city,state,is_remote,data_not_available,country,date_since_posted,salary_min,salary_max
delta dental ins.,4.0,do178c software engineer,"Everett, WA",30d+,93K - 147K,software engineer,not specified,,Everett,WA,False,False,United States,30,93000.0,147000.0
valkyrie enterprises,4.1,senior software engineer,"Seattle, WA",30d+,69K - 107K,software engineer,senior,,Seattle,WA,False,False,United States,30,69000.0,107000.0
uipath,3.7,expert software engineer,"Alpharetta, GA",1d,50K - 60K,software engineer,not specified,,Alpharetta,GA,False,False,United States,1,50000.0,60000.0
atlas copco tools & assembly systems llc,3.7,software engineer (job id:3425),"Huntsville, AL",27d,70K - 108K,software engineer,not specified,,Huntsville,AL,False,False,United States,27,70000.0,108000.0
anb sourcing llc,3.8,senior software engineer,"Bellevue, WA",9d,102K - 134K,software engineer,senior,,Bellevue,WA,False,False,United States,9,102000.0,134000.0
mcintire solutions,4.5,software engineer,"Auburn Hills, MI",13d,103K - 133K,software engineer,not specified,,Auburn Hills,MI,False,False,United States,13,103000.0,133000.0
pennymac,4.6,azure devops engineer || full time job.,Remote,2d,50.00 Per Hour,devops engineer,not specified,devops,,,True,False,United States,2,50000.0,0.0
literati,3.7,software systems engineer/devops engineer,"Chantilly, VA",18d,84K - 110K,devops engineer,not specified,devops,Chantilly,VA,False,False,United States,18,84000.0,110000.0
"rochester software associates, inc.",4.1,clojure software engineer,"Agoura Hills, CA",4d,66K - 94K,software engineer,not specified,,Agoura Hills,CA,False,False,United States,4,66000.0,94000.0
plaid,3.7,wordpress full stack engineer (react),Texas,1d,102K - 149K,other,not specified,fullstack,Texas,,False,False,United States,1,102000.0,149000.0
tigergraph,3.9,c# software developer,United States,10d,187K - 197K,software engineer,not specified,c#,United States,,False,False,United States,10,187000.0,197000.0
"garmin international, inc.",3.7,experienced software engineer - scaled access,"New York, NY",30d+,70K - 96K,software engineer,not specified,,New York,NY,False,False,United States,30,70000.0,96000.0
resilio inc.,4.4,software engineer,"Redwood City, CA",5d,100K - 110K,software engineer,not specified,,Redwood City,CA,False,False,United States,5,100000.0,110000.0
candid,3.7,software certification engineer 1 - software quality,"Salem, OR",25d,83K - 116K,software engineer,junior,,Salem,OR,False,False,United States,25,83000.0,116000.0
amex,4.3,technical support engineer (endpoint software),Virginia,9d,100K - 250K,software engineer,not specified,,Virginia,,False,False,United States,9,100000.0,250000.0
radiance technologies,4.4,ecosystems software engineer,United States,17d,100K - 115K,software engineer,not specified,,United States,,False,False,United States,17,100000.0,115000.0
fabletics,3.6,engineer,"Phoenix, AZ",2d,64K - 101K,other,not specified,,Phoenix,AZ,False,False,United States,2,64000.0,101000.0
delta dental ins.,3.7,r&d software engineer,"Stennis Space Center, MS",30d+,66K - 68K,software engineer,not specified,,Stennis Space Center,MS,False,False,United States,30,66000.0,68000.0
fractal analytics,4.1,sr. software engineer,California,24d,79K - 117K,software engineer,senior,,California,,False,False,United States,24,79000.0,117000.0
microchip technology,2.4,expert software engineer,"Oakland, CA",1d,140K,software engineer,not specified,,Oakland,CA,False,False,United States,1,,
york space systems,4.2,software development engineer,California,30d+,118K - 169K,software engineer,not specified,,California,,False,False,United States,30,118000.0,169000.0
proteus co.,3.5,engineer ii - software,data not available,2d,56K - 89K,software engineer,junior,,,,False,True,United States,2,56000.0,89000.0
software productivity strategists,3.3,sr. full stack software engineer,"Greenwood Village, CO",3d,130K - 270K,software engineer,senior,fullstack,Greenwood Village,CO,False,False,United States,3,130000.0,270000.0
neuropace,4.2,software engineer,"Lincoln, NE",30d+,110K - 157K,software engineer,not specified,,Lincoln,NE,False,False,United States,30,110000.0,157000.0
oceanfrogs,2.5,software engineer,"Rockville, MD",30d+,93K - 130K,software engineer,not specified,,Rockville,MD,False,False,United States,30,93000.0,130000.0
"iconectiv, llc.",3.5,full stack software engineer,"Mountain View, CA",7d,120K - 140K,software engineer,not specified,fullstack,Mountain View,CA,False,False,United States,7,120000.0,140000.0
the aerospace corporation,3.9,full stack software developer,"Duluth, GA",30d+,94K - 160K,software engineer,not specified,fullstack,Duluth,GA,False,False,United States,30,94000.0,160000.0
fetch package,4.8,software engineer (oracle database expertise),"Bridgewater, NJ",4d,101K - 144K,software engineer,not specified,,Bridgewater,NJ,False,False,United States,4,101000.0,144000.0
zenith services,4.7,data engineer / software engineer,"Chantilly, VA",30d+,108K - 156K,data engineer,not specified,,Chantilly,VA,False,False,United States,30,108000.0,156000.0
matthews international corporation,3.9,lead front-end software engineer,"Austin, TX",4d,74K - 100K,software engineer,leadership,,Austin,TX,False,False,United States,4,74000.0,100000.0
oracle,2.9,react native engineer,"Bentonville, AR",30d+,73K - 100K,other,not specified,,Bentonville,AR,False,False,United States,30,73000.0,100000.0
nvidia,4.0,software engineer,"Apopka, FL",3d,112K - 196K,software engineer,not specified,,Apopka,FL,False,False,United States,3,112000.0,196000.0
pingwind,4.0,software developer,United States,1d,98K - 137K,software engineer,not specified,,United States,,False,False,United States,1,98000.0,137000.0
versaterm,3.5,senior full-stack web applications software engineer,"Santa Clara, CA",1d,80K - 94K,software engineer,senior,,Santa Clara,CA,False,False,United States,1,80000.0,94000.0
apollo technology solutions llc,4.3,software developer*,"Scott Air Force Base, IL",9d,89K - 130K,software engineer,not specified,,Scott Air Force Base,IL,False,False,United States,9,89000.0,130000.0
navrit creation,3.6,software engineer,"Lexington, SC",16d,78K - 131K,software engineer,not specified,,Lexington,SC,False,False,United States,16,78000.0,131000.0
amazon.com services llc,5.0,sr. front end engineer (react),"Charlotte, NC",2d,65K - 107K,other,senior,frontend,Charlotte,NC,False,False,United States,2,65000.0,107000.0
schneider electric,3.6,freelance web developer,"Colony, AL",1d,130K - 300K,other,not specified,,Colony,AL,False,False,United States,1,130000.0,300000.0
akira technologies inc.,3.7,"software dev engineer, modeling software","Boston, MA",10d,66K - 98K,software engineer,not specified,,Boston,MA,False,False,United States,10,66000.0,98000.0
ctc group,4.2,systems application engineer ii - software,"Secaucus, NJ",1d,153K - 225K,software engineer,junior,,Secaucus,NJ,False,False,United States,1,153000.0,225000.0
space coast intelligent solutions,3.9,servicenow software engineer,"Washington, DC",9d,69K - 103K,software engineer,not specified,,Washington,DC,False,False,United States,9,69000.0,103000.0
credo,3.9,python developer,"Fort Meade, MD",6d,83K - 114K,other,not specified,python,Fort Meade,MD,False,False,United States,6,83000.0,114000.0
9th networks inc,4.4,software engineer iv,"Melbourne, FL",30d+,107K - 174K,software engineer,senior,,Melbourne,FL,False,False,United States,30,107000.0,174000.0
tuvoli,3.1,system software engineer,"San Jose, CA",3d,78K,software engineer,not specified,,San Jose,CA,False,False,United States,3,,
walter p moore,4.1,go lang/platform engineer,"Jersey City, NJ",3d,175K - 265K,other,not specified,,Jersey City,NJ,False,False,United States,3,175000.0,265000.0
linquest corporation,3.9,senior software engineer,Massachusetts,16d,53K - 107K,software engineer,senior,,Massachusetts,,False,False,United States,16,53000.0,107000.0
codesignal,3.8,front-end software developer,"Washington, DC",17d,60.00 - 80.00 Per Hour,software engineer,not specified,,Washington,DC,False,False,United States,17,,
hewlett packard,5.0,software engineer,"Beavercreek, OH",30d+,86K - 128K,software engineer,not specified,,Beavercreek,OH,False,False,United States,30,86000.0,128000.0
dupli envelope & graphics,4.8,"software engineer, innovation lab","San Francisco, CA",18d,165K - 215K,software engineer,not specified,,San Francisco,CA,False,False,United States,18,165000.0,215000.0
coinbase,4.2,software quality engineer,"Fort Collins, CO",10d,165K - 215K,software engineer,not specified,,Fort Collins,CO,False,False,United States,10,165000.0,215000.0
lseg (london stock exchange group),4.0,software support engineer,"Syracuse, NY",3d,102K - 138K,software engineer,not specified,,Syracuse,NY,False,False,United States,3,102000.0,138000.0
inabia software & consulting inc.,3.8,software engineer,Remote,12d,76K - 175K,software engineer,not specified,,,,True,False,United States,12,76000.0,175000.0
pmall,4.5,full stack engineer,"Washington, DC",30d+,96K - 118K,other,not specified,fullstack,Washington,DC,False,False,United States,30,96000.0,118000.0
alloy,4.0,software developer,"Bellevue, WA",30d+,86K - 129K,software engineer,not specified,,Bellevue,WA,False,False,United States,30,86000.0,129000.0
qinetiq us,3.9,front-end developer,"Burr Ridge, IL",10d,160K - 385K,other,not specified,,Burr Ridge,IL,False,False,United States,10,160000.0,385000.0
caterpillar,4.0,solutions engineer,United States,3d,184K - 337K,other,not specified,,United States,,False,False,United States,3,184000.0,337000.0
"jason pharmaceuticals, inc.",4.0,software engineer,"McLean, VA",9d,127K - 184K,software engineer,not specified,,McLean,VA,False,False,United States,9,127000.0,184000.0
intellibridge llc,3.6,software engineer,"Peoria, IL",2d,79K - 130K,software engineer,not specified,,Peoria,IL,False,False,United States,2,79000.0,130000.0
snyk,3.4,sr software engineer,"Lehi, UT",10d,120K - 207K,software engineer,senior,,Lehi,UT,False,False,United States,10,120000.0,207000.0
openai,4.2,software engineer,"Washington, DC",10d,112K - 152K,software engineer,not specified,,Washington,DC,False,False,United States,10,112000.0,152000.0
vertex professional service llc,2.7,senior software engineer (typescript/go),"Boston, MA",2d,130K - 158K,software engineer,senior,,Boston,MA,False,False,United States,2,130000.0,158000.0
"decibel research, inc.",2.7,"software engineer, backend","San Francisco, CA",5d,103K - 172K,software engineer,not specified,backend,San Francisco,CA,False,False,United States,5,103000.0,172000.0
openai,4.4,"software engineer ii (insite) - ""w-trs""","Orlando, FL",2d,82K - 209K,software engineer,junior,,Orlando,FL,False,False,United States,2,82000.0,209000.0
comsol inc.,3.1,mid-level software engineer,"Huntsville, AL",25d,116K - 174K,software engineer,mid-level,,Huntsville,AL,False,False,United States,25,116000.0,174000.0
infosys,3.8,"full stack engineer, leverage engineering","San Francisco, CA",6d,130K - 165K,other,not specified,fullstack,San Francisco,CA,False,False,United States,6,130000.0,165000.0
hero facility services,3.8,software developer – ray optics,"Burlington, MA",4d,150K - 185K,software engineer,not specified,,Burlington,MA,False,False,United States,4,150000.0,185000.0
qed systems llc,3.9,junior python developer,"Charlotte, NC",2d,98K - 209K,other,junior,python,Charlotte,NC,False,False,United States,2,98000.0,209000.0
kasasa,4.4,entry level developer,"Melbourne, FL",3d,102K - 204K,other,junior,,Melbourne,FL,False,False,United States,3,102000.0,204000.0
"delta air lines, inc.",3.7,software engineer,"Aberdeen Proving Ground, MD",30d+,125K - 140K,software engineer,not specified,,Aberdeen Proving Ground,MD,False,False,United States,30,125000.0,140000.0
han it,3.6,senior software engineer (hybrid),"Austin, TX",11d,108K - 216K,software engineer,senior,,Austin,TX,False,False,United States,11,108000.0,216000.0
innovative solutions and support,3.9,software development engineer,"Atlanta, GA",3d,79K - 116K,software engineer,not specified,,Atlanta,GA,False,False,United States,3,79000.0,116000.0
promega,4.8,python developer,"Morris Plains, NJ",3d,67K - 128K,other,not specified,python,Morris Plains,NJ,False,False,United States,3,67000.0,128000.0
revenue management solutions llc,3.7,software verification engineer,"Exton, PA",12d,129K - 162K,software engineer,not specified,,Exton,PA,False,False,United States,12,129000.0,162000.0
cityblock health,3.8,"software engineer, instrumentation","Madison, WI",16d,90K - 110K,software engineer,not specified,,Madison,WI,False,False,United States,16,90000.0,110000.0
astrion,3.7,devops engineer,"Oklahoma City, OK",12d,117K - 306K,devops engineer,not specified,devops,Oklahoma City,OK,False,False,United States,12,117000.0,306000.0
diverse career solutions,3.4,staff software engineer,New York State,9d,100K - 115K,software engineer,not specified,,New York State,,False,False,United States,9,100000.0,115000.0
synergy ecp,4.2,software developer,"Eglin AFB, FL",17d,87K - 142K,software engineer,not specified,,Eglin AFB,FL,False,False,United States,17,87000.0,142000.0
"icr, inc.",4.0,sr. software engineer,Remote,3d,92K - 132K,software engineer,senior,,,,True,False,United States,3,92000.0,132000.0
broadridge,3.8,software engineer,"Columbia, MD",30d+,105K - 160K,software engineer,not specified,,Columbia,MD,False,False,United States,30,105000.0,160000.0
zurn elkay water solutions,5.0,"software systems engineer - mason, oh","Mason, OH",30d+,144K - 196K,software engineer,not specified,,Mason,OH,False,False,United States,30,144000.0,196000.0
florida state college at jacksonville,4.2,deployment engineer (hybrid),"Newark, NJ",9d,69K - 91K,other,not specified,,Newark,NJ,False,False,United States,9,69000.0,91000.0
q9software,3.1,iot engineer,"Milwaukee, WI",27d,80K - 110K,other,not specified,,Milwaukee,WI,False,False,United States,27,80000.0,110000.0
jpmorgan chase & co,3.8,engineer iv software,"Jacksonville, FL",27d,100K - 153K,software engineer,senior,,Jacksonville,FL,False,False,United States,27,100000.0,153000.0
the bank of new york mellon corporation,3.4,entry level to senior level software developers,"Germantown, MD",30d+,170K - 200K,software engineer,entry to senior,,Germantown,MD,False,False,United States,30,170000.0,200000.0
cisco systems,4.5,software engineer,"Jersey City, NJ",4d,87K - 124K,software engineer,not specified,,Jersey City,NJ,False,False,United States,4,87000.0,124000.0
grand canyon education,4.0,2025 bny summer internship program - engineering (developer),"Pittsburgh, PA",6d,185K - 206K,other,not specified,,Pittsburgh,PA,False,False,United States,6,185000.0,206000.0
captivation software,3.3,software engineer,"San Jose, CA",30d+,80K - 133K,software engineer,not specified,,San Jose,CA,False,False,United States,30,80000.0,133000.0
docusign,4.6,jr. developer,"Phoenix, AZ",3d,90K - 127K,other,junior,,Phoenix,AZ,False,False,United States,3,90000.0,127000.0
"canon medical research usa, inc.",3.6,software engineer 0 - java/react/docker/aws,"Annapolis Junction, MD",30d,108K - 199K,software engineer,not specified,java,Annapolis Junction,MD,False,False,United States,30,108000.0,199000.0
standard bots,2.5,ai saas engineer,"San Francisco, CA",1d,62K - 102K,other,not specified,,San Francisco,CA,False,False,United States,1,62000.0,102000.0
american agcredit,4.1,software engineer,"Boston, MA",1d,85K - 104K,software engineer,not specified,,Boston,MA,False,False,United States,1,85000.0,104000.0
kapsch,4.0,software quality engineer,"Glen Cove, NY",11d,73K - 127K,software engineer,not specified,,Glen Cove,NY,False,False,United States,11,73000.0,127000.0
prevail,3.9,devops engineer,Remote,2d,100K - 140K,devops engineer,not specified,devops,,,True,False,United States,2,100000.0,140000.0
dcs corp,4.8,software engineer,"Chantilly, VA",30d+,160K - 194K,software engineer,not specified,,Chantilly,VA,False,False,United States,30,160000.0,194000.0
consensus health,3.9,software engineer video,"San Francisco, CA",5d,107K - 145K,software engineer,not specified,,San Francisco,CA,False,False,United States,5,107000.0,145000.0
rippling,4.2,software engineer,"Dayton, OH",3d,74K - 131K,software engineer,not specified,,Dayton,OH,False,False,United States,3,74000.0,131000.0
aci worldwide,4.0,associate software engineer,"Lenexa, KS",5d,240K,software engineer,not specified,,Lenexa,KS,False,False,United States,5,,
"engineering technology associates, inc.",5.0,full stack engineer ii (frontend) - benefits,"San Francisco, CA",2d,16.00 - 46.00 Per Hour,software engineer,junior,"frontend, fullstack",San Francisco,CA,False,False,United States,2,,
fusion innovation,5.0,software engineer - hybrid,"Norcross, GA",3d,70K - 120K,software engineer,not specified,,Norcross,GA,False,False,United States,3,70000.0,120000.0
"clarity innovations, llc",4.1,software test engineer,"Dearborn, MI",1d,160K - 225K,qa/test engineer,not specified,,Dearborn,MI,False,False,United States,1,160000.0,225000.0
ripplematch opportunities,3.9,software engineer,"Herndon, VA",30d+,99K - 134K,software engineer,not specified,,Herndon,VA,False,False,United States,30,99000.0,134000.0
power3 solutions and partnering companies,3.5,jr. java software engineer (swe1) (pp) 228,"Annapolis Junction, MD",30d+,102K - 143K,software engineer,junior,java,Annapolis Junction,MD,False,False,United States,30,102000.0,143000.0
datadog,3.9,"imc - software engineer, application via ripplematch","Chicago, IL",4d,150K - 240K,software engineer,not specified,,Chicago,IL,False,False,United States,4,150000.0,240000.0
paccar,4.2,python engineer,"Annapolis Junction, MD",10d,160K - 170K,other,not specified,python,Annapolis Junction,MD,False,False,United States,10,160000.0,170000.0
front,4.1,senior software engineer - frontend - sheets,United States,11d,144K - 200K,software engineer,senior,frontend,United States,,False,False,United States,11,144000.0,200000.0
northrop grumman,4.1,vehicle software and diagnostics tool test engineer,"Mount Vernon, WA",4d,110K - 120K,qa/test engineer,not specified,,Mount Vernon,WA,False,False,United States,4,110000.0,120000.0
pegasystems,4.1,"backend software engineer, deliverability","San Francisco, CA",4d,165K - 211K,software engineer,not specified,backend,San Francisco,CA,False,False,United States,4,165000.0,211000.0
lawrence berkeley national laboratory,3.6,2024 associate software engineer - linthicum md,"Linthicum, MD",1d,92K - 116K,software engineer,not specified,,Linthicum,MD,False,False,United States,1,92000.0,116000.0
cargill,3.5,"associate software engineer, services engineering","Waltham, MA",3d,65.00 Per Hour,software engineer,not specified,,Waltham,MA,False,False,United States,3,65000.0,0.0
zoox,3.9,optimization software engineer,"San Francisco, CA",30d+,66K - 132K,software engineer,not specified,,San Francisco,CA,False,False,United States,30,66000.0,132000.0
globalfoundries,3.7,"associate software engineer - technology development program, summer 2025 - atlanta, ga","Atlanta, GA",1d,140K - 175K,software engineer,not specified,,Atlanta,GA,False,False,United States,1,140000.0,175000.0
tru47,4.8,software engineer - perception ml ops,"Boston, MA",30d+,169K - 225K,software engineer,not specified,,Boston,MA,False,False,United States,30,169000.0,225000.0
schneider electric,4.1,"design enablement engineer, software engineering ai/machine learning (2024 new college graduate)","Malta, NY",23d,61K - 95K,software engineer,not specified,,Malta,NY,False,False,United States,23,61000.0,95000.0
gopuff,3.2,shopify webmaster,Remote,3d,90K - 125K,other,not specified,,,,True,False,United States,3,90000.0,125000.0
gopuff,3.6,software development test engineer - electrical iot devices,"Foxborough, MA",1d,162K - 284K,qa/test engineer,not specified,,Foxborough,MA,False,False,United States,1,162000.0,284000.0
camelot integrated solutions inc.,3.9,senior software engineer - delivery tech,"Miami, FL",17d,91K - 137K,software engineer,senior,,Miami,FL,False,False,United States,17,91000.0,137000.0
cvs health,5.0,senior software engineer - warehouse,"Miami, FL",17d,160K - 175K,software engineer,senior,,Miami,FL,False,False,United States,17,160000.0,175000.0
boeing,4.6,senior software engineer i,"Houston, TX",30d+,177K - 323K,software engineer,senior,,Houston,TX,False,False,United States,30,177000.0,323000.0
publix,3.4,software engineer - enterprise identity services,"Hartford, CT",11d,133K - 193K,software engineer,not specified,,Hartford,CT,False,False,United States,11,133000.0,193000.0
experian,4.9,software engineer - junior level,"Annapolis Junction, MD",11d,81K - 99K,software engineer,junior,,Annapolis Junction,MD,False,False,United States,11,81000.0,99000.0
openai,4.3,software engineer – customer payments support,"Lakeland, FL",20d,85K - 95K,software engineer,not specified,,Lakeland,FL,False,False,United States,20,85000.0,95000.0
bytedance,3.6,staff software engineer (remote),Texas,3d,180K - 339K,software engineer,not specified,,Texas,,False,False,United States,3,180000.0,339000.0
alterra mountain company,4.2,"software engineer, full stack","San Francisco, CA",6d,163K - 200K,software engineer,not specified,fullstack,San Francisco,CA,False,False,United States,6,163000.0,200000.0
experian,3.8,senior frontend software engineer - customer service plateform - seattle,"Seattle, WA",30d+,85K - 150K,software engineer,senior,frontend,Seattle,WA,False,False,United States,30,85000.0,150000.0
"clarity innovations, llc",3.4,"software engineer, mobile (react native)","Denver, CO",13d,80K - 110K,software engineer,not specified,,Denver,CO,False,False,United States,13,80000.0,110000.0
amazon advertising llc,3.4,senior software engineer (remote),California,3d,93K - 128K,software engineer,senior,,California,,False,False,United States,3,93000.0,128000.0
boeing,4.1,junior software engineer (swe1) (qc) tto16-022,"Annapolis Junction, MD",30d+,112K - 154K,software engineer,junior,,Annapolis Junction,MD,False,False,United States,30,112000.0,154000.0
bose,4.1,"software quality assurance engineer (level 6), automotive",United States,11d,155K - 221K,software engineer,not specified,,United States,,False,False,United States,11,155000.0,221000.0
macy’s,4.1,front end/ui mid-level software engineer,"Annapolis Junction, MD",16d,102K - 132K,software engineer,mid-level,frontend,Annapolis Junction,MD,False,False,United States,16,102000.0,132000.0
microsoft,5.0,dsp software engineer,"Framingham, MA",30d+,80K - 111K,software engineer,not specified,,Framingham,MA,False,False,United States,30,80000.0,111000.0
draftkings,4.1,lead software engineer - supply chain,"Johns Creek, GA",2d,187K - 280K,software engineer,leadership,,Johns Creek,GA,False,False,United States,2,187000.0,280000.0
ge appliances,4.0,software engineer,"Redmond, WA",30d+,105K - 155K,software engineer,not specified,,Redmond,WA,False,False,United States,30,105000.0,155000.0
quantum systems inc,4.1,"senior software engineer, ios",Remote,18d,92K - 120K,software engineer,senior,,,,True,False,United States,18,92000.0,120000.0
"kaseware, inc.",4.1,software engineering co-op_summer 2025,"Louisville, KY",30d+,230K - 280K,software engineer,not specified,,Louisville,KY,False,False,United States,30,230000.0,280000.0
microsoft,4.1,software engineer,"Moorpark, CA",19d,94K - 128K,software engineer,not specified,,Moorpark,CA,False,False,United States,19,94000.0,128000.0
cvs health,4.2,software engineer,"Denver, CO",27d,129K,software engineer,not specified,,Denver,CO,False,False,United States,27,,
jbt corporation,4.6,software engineer ii - automated reasoning and testing,"Redmond, WA",5d,80K - 180K,software engineer,junior,,Redmond,WA,False,False,United States,5,80000.0,180000.0
fanatics inc.,3.9,sr software development engineer,"Buffalo Grove, IL",3d,93K - 129K,software engineer,senior,,Buffalo Grove,IL,False,False,United States,3,93000.0,129000.0
innovative defense technologies (idt),4.1,senior software engineer c++,"Chalfont, PA",30d+,105K - 190K,software engineer,senior,c++,Chalfont,PA,False,False,United States,30,105000.0,190000.0
microchip technology,4.0,"software engineer ii, (java/aws)",United States,12d,139K - 169K,software engineer,junior,java,United States,,False,False,United States,12,139000.0,169000.0
"crunchyroll, llc",4.2,frontend software engineer,"Mount Laurel, NJ",5d,54K - 98K,software engineer,not specified,frontend,Mount Laurel,NJ,False,False,United States,5,54000.0,98000.0
accrete.ai,3.7,engineer i-software,"San Jose, CA",23d,55K - 186K,software engineer,junior,,San Jose,CA,False,False,United States,23,55000.0,186000.0
roku,3.8,"software engineer iii, android","Culver City, CA",30d+,101K - 139K,software engineer,senior,,Culver City,CA,False,False,United States,30,101000.0,139000.0
early warning services,3.6,machine learning engineer (early career),"New York, NY",19d,88K - 120K,machine learning engineer,not specified,,New York,NY,False,False,United States,19,88000.0,120000.0
workday,5.0,"senior software engineer, service mesh","Boston, MA",5d,129K - 202K,software engineer,senior,,Boston,MA,False,False,United States,5,129000.0,202000.0
grainger,4.1,"software engineer - java, zelle","Scottsdale, AZ",1d,70K - 115K,software engineer,not specified,java,Scottsdale,AZ,False,False,United States,1,70000.0,115000.0
costco wholesale,4.7,front-end engineer - content platform,"Boulder, CO",30d+,91K - 134K,other,not specified,,Boulder,CO,False,False,United States,30,91000.0,134000.0
mochi health,3.5,software engineer iv (success factors - employee central payroll),"Lake Forest, IL",1d,92K - 124K,software engineer,senior,,Lake Forest,IL,False,False,United States,1,92000.0,124000.0
jacobs,4.2,software engineer - digital data products,"Seattle, WA",10d,115K - 190K,software engineer,not specified,,Seattle,WA,False,False,United States,10,115000.0,190000.0
boeing intelligence & analytics,4.2,"senior software engineer, frontend","San Francisco, CA",7d,94K - 139K,software engineer,senior,frontend,San Francisco,CA,False,False,United States,7,94000.0,139000.0
netapp,4.0,software test engineer,"Kennedy Space Center, FL",30d+,140K - 216K,qa/test engineer,not specified,,Kennedy Space Center,FL,False,False,United States,30,140000.0,216000.0
alphataraxia,3.9,entry level software engineer,"Annapolis Junction, MD",4d,90K - 103K,software engineer,junior,,Annapolis Junction,MD,False,False,United States,4,90000.0,103000.0
daqscribe solutions,4.7,software engineer - c/c++,"San Jose, CA",10d,95K - 170K,software engineer,not specified,c++,San Jose,CA,False,False,United States,10,95000.0,170000.0
boeing,4.0,senior software engineer,"Washington, DC",30d+,343K - 637K,software engineer,senior,,Washington,DC,False,False,United States,30,343000.0,637000.0
honeywell,4.8,software engineer,United States,10d,172K - 223K,software engineer,not specified,,United States,,False,False,United States,10,172000.0,223000.0
uber,3.9,entry level support equipment software engineer,data not available,2d,105.00 - 115.00 Per Hour,software engineer,junior,,,,False,True,United States,2,,
state street,3.4,"software engineer ii - .net, c#, azure","Phoenix, AZ",13d,93K - 186K,software engineer,junior,c#,Phoenix,AZ,False,False,United States,13,93000.0,186000.0
"garmin international, inc.",3.9,senior software engineer - courier pricing,"New York, NY",1d,83K - 110K,software engineer,senior,,New York,NY,False,False,United States,1,83000.0,110000.0
adobe,4.5,"software quality assurance engineer, assistance vice president","Quincy, MA",30d+,120K,software engineer,not specified,,Quincy,MA,False,False,United States,30,,
honeywell,5.0,embedded software engineer,"Salem, OR",11d,88K - 140K,software engineer,not specified,,Salem,OR,False,False,United States,11,88000.0,140000.0
honeywell,4.3,software development engineer,"Lehi, UT",20d,95K - 136K,software engineer,not specified,,Lehi,UT,False,False,United States,20,95000.0,136000.0
johns hopkins university,4.8,software engineering/electrical engineering co-op - fall 2024 (us persons),"Mason, OH",27d,100K - 130K,software engineer,not specified,,Mason,OH,False,False,United States,27,100000.0,130000.0
university of vermont,4.1,software engineer ii,"Mason, OH",5d,159K - 175K,software engineer,junior,,Mason,OH,False,False,United States,5,159000.0,175000.0
federal reserve bank of dallas,3.5,software engineer,"Baltimore, MD",30d+,104K - 348K,software engineer,not specified,,Baltimore,MD,False,False,United States,30,104000.0,348000.0
"grammarly, inc.",4.0,research software engineer,"Burlington, VT",4d,98K - 209K,software engineer,not specified,,Burlington,VT,False,False,United States,4,98000.0,209000.0
scd information technology,3.9,software engineer,"Dallas, TX",23d,78K - 104K,software engineer,not specified,,Dallas,TX,False,False,United States,23,78000.0,104000.0
clarity innovations,4.0,"software engineer, data engineering",United States,4d,100K,data engineer,not specified,,United States,,False,False,United States,4,,
"akina, inc.",4.0,sr. software engineer,"Columbia, MD",1d,64K - 128K,software engineer,senior,,Columbia,MD,False,False,United States,1,64000.0,128000.0
volvo group,3.9,software engineer - level 1 (rr) rrtn-8319,"Annapolis Junction, MD",30d+,117K - 216K,software engineer,junior,,Annapolis Junction,MD,False,False,United States,30,117000.0,216000.0
calspan corporation,3.7,software engineer - 3 (javascript/go/python),"Annapolis Junction, MD",3d,135K - 247K,software engineer,senior,"java, javascript, python",Annapolis Junction,MD,False,False,United States,3,135000.0,247000.0
zoox,4.2,co-op: software (spring 2025),"Shippensburg, PA",11d,83K - 136K,other,not specified,,Shippensburg,PA,False,False,United States,11,83000.0,136000.0
"garmin international, inc.",3.8,"associate software engineer, edwards air force base","Edwards AFB, CA",26d,85K - 130K,software engineer,not specified,,Edwards AFB,CA,False,False,United States,26,85000.0,130000.0
root//source,3.5,software engineer - rider support tools,"Foster City, CA",30d+,99.00 Per Hour,software engineer,not specified,,Foster City,CA,False,False,United States,30,99000.0,0.0
"hireio, inc.",3.6,senior software engineer - aviation databases,"Olathe, KS",30d,73K - 88K,software engineer,senior,,Olathe,KS,False,False,United States,30,73000.0,88000.0
pac group llc,3.5,full stack java software engineer (hybrid),"Annapolis Junction, MD",12d,59K - 88K,software engineer,not specified,"fullstack, java",Annapolis Junction,MD,False,False,United States,12,59000.0,88000.0
fanatics inc.,3.0,software engineer,"San Jose, CA",12d,105K - 146K,software engineer,not specified,,San Jose,CA,False,False,United States,12,105000.0,146000.0
emergent software,4.1,software and systems engineer,"Suffolk, VA",30d+,70K - 125K,software engineer,not specified,,Suffolk,VA,False,False,United States,30,70000.0,125000.0
harvard university,4.1,sr software engineer (back-end),"New York, NY",18d,62K - 98K,software engineer,senior,,New York,NY,False,False,United States,18,62000.0,98000.0
zoox,4.9,software engineer (python),United States,4d,82K - 119K,software engineer,not specified,python,United States,,False,False,United States,4,82000.0,119000.0
intone networks,3.8,"sr. software engineer, hbs online","Boston, MA",30d+,80K - 113K,software engineer,senior,,Boston,MA,False,False,United States,30,80000.0,113000.0
cartiktech llc,4.1,software development engineer in test,"Foster City, CA",6d,67K - 106K,qa/test engineer,not specified,,Foster City,CA,False,False,United States,6,67000.0,106000.0
abbott laboratories,3.9,software engineer,"Austin, TX",19d,144K - 200K,software engineer,not specified,,Austin,TX,False,False,United States,19,144000.0,200000.0
